cs	popsize	wij	s	f	inithom	inithet	p	naa	ntrial	q	err
233	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	386	54700000	7.056673e-06	7.039809e-07
377	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	429	3850000	1.114286e-04	1.054386e-05
610	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	520	820000	6.341463e-04	5.448866e-05
987	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	833	440000	1.893182e-03	1.284442e-04
1597	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	1039	380000	2.734211e-03	1.660297e-04
2584	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	1200	360000	3.333333e-03	1.882865e-04
4181	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	1177	340000	3.461765e-03	1.974296e-04
6765	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	1214	340000	3.570588e-03	2.004979e-04
1	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	4090	260000	1.573077e-02	4.783010e-04
2	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	387	90100000	4.295228e-06	4.279429e-07
377	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	408	3070000	1.328990e-04	1.289493e-05
610	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	630	610000	1.032787e-03	8.060688e-05
987	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	1103	360000	3.063889e-03	1.805406e-04
1597	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	1655	310000	5.338710e-03	2.565258e-04
2584	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	2201	290000	7.589655e-03	3.158739e-04
4181	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	2380	280000	8.500000e-03	3.400422e-04
6765	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	0	1	0.000500	2506	280000	8.950000e-03	3.488481e-04
1	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	15215	240000	6.339583e-02	9.748973e-04
2	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	64	100230000	6.385314e-07	1.564401e-07
233	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	401	6850000	5.854015e-05	5.729609e-06
377	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	740	510000	1.450980e-03	1.044688e-04
610	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	1901	290000	6.555172e-03	2.937115e-04
987	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	4644	260000	1.786154e-02	5.091142e-04
1597	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	6715	250000	2.686000e-02	6.337628e-04
2584	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	8047	250000	3.218800e-02	6.918765e-04
4181	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	8328	250000	3.331200e-02	7.034441e-04
6765	1000	(1.000000,1.000000,0.990000)	0.010000	1.000000	1	2	0.002000	8464	250000	3.385600e-02	7.089650e-04
1	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	45026	240000	1.876083e-01	1.561922e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	8	100230000	7.981642e-08	5.530996e-08
144	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	386	20340000	1.897738e-05	1.893192e-06
233	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	519	890000	5.831461e-04	5.015602e-05
377	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	1769	300000	5.896667e-03	2.739772e-04
610	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	5127	250000	2.050800e-02	5.555820e-04
987	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	11378	240000	4.740833e-02	8.502197e-04
1597	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	17866	240000	7.444167e-02	1.050172e-03
2584	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	22805	240000	9.502083e-02	1.173219e-03
4181	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	24977	240000	1.040708e-01	1.221664e-03
6765	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	0	1	0.000500	25606	240000	1.066917e-01	1.235141e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	134860	240000	5.619167e-01	1.985019e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	132	100230000	1.316971e-06	2.246700e-07
144	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	447	1610000	2.776398e-04	2.573497e-05
233	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	1820	300000	6.066667e-03	2.778748e-04
377	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	10031	240000	4.179583e-02	8.006560e-04
610	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	30216	240000	1.259000e-01	1.327223e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	53826	240000	2.242750e-01	1.668763e-03
1597	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	71414	240000	2.975583e-01	1.829118e-03
2584	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	79997	240000	3.333208e-01	1.885993e-03
4181	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	82984	240000	3.457667e-01	1.902867e-03
6765	1000	(1.000000,1.000000,0.900000)	0.100000	1.000000	1	2	0.002000	83863	240000	3.494292e-01	1.907556e-03
1	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	190480	240000	7.936667e-01	1.619027e-03
2	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	12789	240000	5.328750e-02	8.986119e-04
3	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	12609	240000	5.253750e-02	8.926191e-04
5	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	16555	240000	6.897917e-02	1.013886e-03
8	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	20806	240000	8.669167e-02	1.125765e-03
13	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	26039	240000	1.084958e-01	1.244282e-03
21	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	32902	240000	1.370917e-01	1.376063e-03
34	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	40820	240000	1.700833e-01	1.503137e-03
55	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	50103	240000	2.087625e-01	1.626036e-03
89	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	60726	240000	2.530250e-01	1.739343e-03
144	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	72521	240000	3.021708e-01	1.837178e-03
233	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	86089	240000	3.587042e-01	1.918880e-03
377	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	101959	240000	4.248292e-01	1.977680e-03
610	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	117116	240000	4.879833e-01	1.999839e-03
987	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	132003	240000	5.500125e-01	1.990384e-03
1597	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	144521	240000	6.021708e-01	1.958207e-03
2584	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	151497	240000	6.312375e-01	1.930280e-03
4181	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	153916	240000	6.413167e-01	1.918856e-03
6765	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	0	1	0.000500	155469	240000	6.477875e-01	1.911037e-03
1	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	238836	240000	9.951500e-01	2.779493e-04
2	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	50679	240000	2.111625e-01	1.632874e-03
3	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	49712	240000	2.071333e-01	1.621345e-03
5	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	64065	240000	2.669375e-01	1.769806e-03
8	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	80077	240000	3.336542e-01	1.886464e-03
13	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	98414	240000	4.100583e-01	1.967786e-03
21	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	118587	240000	4.941125e-01	2.000278e-03
34	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	138869	240000	5.786208e-01	1.975532e-03
55	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	159024	240000	6.626000e-01	1.891685e-03
89	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	178247	240000	7.426958e-01	1.748958e-03
144	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	195128	240000	8.130333e-01	1.559864e-03
233	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	208517	240000	8.688208e-01	1.350666e-03
377	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	219020	240000	9.125833e-01	1.130014e-03
610	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	225488	240000	9.395333e-01	9.535963e-04
987	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	229848	240000	9.577000e-01	8.052586e-04
1597	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	232002	240000	9.666750e-01	7.180849e-04
2584	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	233175	240000	9.715625e-01	6.650151e-04
4181	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	233262	240000	9.719250e-01	6.608862e-04
6765	1000	(1.000000,1.000000,0.500000)	0.500000	1.000000	1	2	0.002000	233607	240000	9.733625e-01	6.442204e-04
1	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	524	860000	6.093023e-04	5.215440e-05
2	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	24	100230000	2.394493e-07	9.579965e-08
377	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	387	30240000	1.279762e-05	1.275049e-06
610	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	410	3840000	1.067708e-04	1.033460e-05
987	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	474	1500000	3.160000e-04	2.844365e-05
1597	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	529	920000	5.750000e-04	4.898591e-05
2584	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	571	660000	8.651515e-04	7.093201e-05
4181	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	591	660000	8.954545e-04	7.216246e-05
6765	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	0	1	0.000500	594	650000	9.138462e-04	7.345771e-05
1	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	1004	380000	2.642105e-03	1.632168e-04
2	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	2	100230000	1.995411e-08	2.765498e-08
233	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	387	71580000	5.406538e-06	5.386649e-07
377	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	420	3140000	1.337580e-04	1.279152e-05
610	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	576	730000	7.890411e-04	6.441293e-05
987	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	838	420000	1.995238e-03	1.349569e-04
1597	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	1034	360000	2.872222e-03	1.748192e-04
2584	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	1132	360000	3.144444e-03	1.828912e-04
4181	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	1219	340000	3.585294e-03	2.009089e-04
6765	1000	(1.000000,0.999000,0.999000)	0.001000	1.000000	1	2	0.002000	1266	340000	3.723529e-03	2.047312e-04
1	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	904	410000	2.204878e-03	1.435744e-04
2	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	4	100230000	3.990821e-08	3.911005e-08
233	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	387	82650000	4.682396e-06	4.665172e-07
377	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	421	3510000	1.199430e-04	1.145682e-05
610	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	596	630000	9.460317e-04	7.591597e-05
987	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	1028	360000	2.855556e-03	1.743128e-04
1597	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	1642	300000	5.473333e-03	2.640156e-04
2584	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	2120	280000	7.571429e-03	3.210817e-04
4181	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	2376	280000	8.485714e-03	3.397588e-04
6765	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	0	1	0.000500	2407	280000	8.596429e-03	3.419490e-04
1	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	2514	280000	8.978571e-03	3.493994e-04
2	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	28	100230000	2.793575e-07	1.034754e-07
233	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	397	7380000	5.379404e-05	5.291555e-06
377	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	697	510000	1.366667e-03	1.013924e-04
610	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	1984	290000	6.841379e-03	3.000117e-04
987	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	4495	260000	1.728846e-02	5.010264e-04
1597	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	6523	250000	2.609200e-02	6.248830e-04
2584	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	7792	250000	3.116800e-02	6.811845e-04
4181	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	8233	250000	3.293200e-02	6.995578e-04
6765	1000	(1.000000,0.990000,0.990000)	0.010000	1.000000	1	2	0.002000	8359	250000	3.343600e-02	7.047069e-04
1	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	2392	280000	8.542857e-03	3.408911e-04
2	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	207	100230000	2.065250e-06	2.813475e-07
233	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	430	2690000	1.598513e-04	1.510787e-05
377	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	996	380000	2.621053e-03	1.625669e-04
610	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	3780	260000	1.453846e-02	4.600960e-04
987	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	9355	250000	3.742000e-02	7.439716e-04
1597	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	16007	240000	6.669583e-02	9.981858e-04
2584	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	20396	240000	8.498333e-02	1.115660e-03
4181	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	22373	240000	9.322083e-02	1.163209e-03
6765	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	0	1	0.000500	23157	240000	9.648750e-02	1.181281e-03
1	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	1	2	0.002000	8190	250000	3.276000e-02	6.977906e-04
2	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.900000,0.900000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
